product_id,rec_strength,product_name,category_path
1038,0.8530703880048081,LCD Asus VK278Q,Komputery;Monitory;Monitory LCD
1071,0.8530703880048081,LCD Philips 241B4LPYCB,Komputery;Monitory;Monitory LCD
1070,0.8530703880048081,LCD Philips 241S4LCB,Komputery;Monitory;Monitory LCD
1069,0.8530703880048081,LCD NEC EA224WMi,Komputery;Monitory;Monitory LCD
1068,0.8530703880048081,LCD NEC EA223WMe,Komputery;Monitory;Monitory LCD
1065,0.8530703880048081,LCD Asus PA248Q,Komputery;Monitory;Monitory LCD
1017,0.8530703880048081,LCD Dell U2412M,Komputery;Monitory;Monitory LCD
1039,0.8530703880048081,LCD Asus VS197D,Komputery;Monitory;Monitory LCD
1025,0.8530703880048081,LCD BenQ GL2250,Komputery;Monitory;Monitory LCD
1032,0.8530703880048081,LCD Iiyama E2280WSD,Komputery;Monitory;Monitory LCD
1033,0.8530703880048081,LCD Iiyama T1932MSC,Komputery;Monitory;Monitory LCD
1034,0.8530703880048081,LCD NEC EA223WM,Komputery;Monitory;Monitory LCD
1064,0.8530703880048081,LCD BenQ GL2250HM,Komputery;Monitory;Monitory LCD
1036,0.8530703880048081,LCD Asus VK228H,Komputery;Monitory;Monitory LCD
1037,0.8530703880048081,LCD Asus VK248H,Komputery;Monitory;Monitory LCD
1030,0.8530703880048081,LCD Iiyama B2280WSD,Komputery;Monitory;Monitory LCD
1066,0.8530703880048081,LCD Iiyama T1931SR,Komputery;Monitory;Monitory LCD
1317,0.49501901155247935,Plantronics Savi W740,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe
1316,0.49501901155247935,Plantronics Voyager Legend,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe
1315,0.49501901155247935,Jabra Talk,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe
1319,0.49501901155247935,HTC HS-S200,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy słuchawkowe
1074,0.2941522980910434,Gembird BTCC-002,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące
1073,0.2941522980910434,Jabra Drive,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące
1201,0.2941522980910434,Jabra Speak 410,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące
1222,0.2941522980910434,Parrot Minikit NEO,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące
1072,0.2941522980910434,Jabra Freeway,Telefony i akcesoria;Akcesoria telefoniczne;Zestawy głośnomówiące
1080,0.21316949876739275,Kyocera FS-3140MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1002,0.21316949876739275,Kyocera FS-1135MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1081,0.21316949876739275,OKI B840dn,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1003,0.21316949876739275,Kyocera FS-3640MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1075,0.21316949876739275,Ricoh SG3110DN,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1077,0.21316949876739275,Kyocera FS-C2026MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1078,0.21316949876739275,Kyocera FS-3540MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1079,0.21316949876739275,Kyocera FS-3040MFP,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1076,0.21316949876739275,Samsung CLX-6260FR ### Gadżety Samsung ### Eksploatacja -10% ### Negocjuj Cenę ### Raty ### Szybkie Płatności ### Szybka Wysyłka,Komputery;Drukarki i skanery;Biurowe urządzenia wielofunkcyjne
1277,0.1755607455318632,Apple iPad mini 64GB 4G,Komputery;Tablety i akcesoria;Tablety
1276,0.1755607455318632,Apple iPad mini 64GB,Komputery;Tablety i akcesoria;Tablety
1318,0.16500633718415983,Plantronics Savi W710,Sprzęt RTV;Audio;Słuchawki
1035,0.15462841544763606,Samsung Galaxy S III GT-i9300,Telefony i akcesoria;Telefony komórkowe
1067,0.15462841544763606,Nokia 3310,Telefony i akcesoria;Telefony komórkowe
1001,0.14772825869706097,Telefon Siemens Gigaset DA310,Telefony i akcesoria;Telefony stacjonarne
1308,0.02756523534681794,One For All SV 9143,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1293,0.02756523534681794,Hama 44292,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1292,0.02756523534681794,Philips SDV8622,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1291,0.02756523534681794,Philips SDV6224,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1290,0.02756523534681794,Philips SDV5120,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1289,0.02756523534681794,Philips SDV5225,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1288,0.02756523534681794,Philips SDV5100,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1287,0.02756523534681794,Philips SDV6226,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1286,0.02756523534681794,Opticum AX-1000,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1285,0.02756523534681794,Opticum AX-800,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1284,0.02756523534681794,Opticum AX-900,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1313,0.02756523534681794,Evolveo SHARK,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1294,0.02756523534681794,Sencor SDA-500,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1295,0.02756523534681794,Sencor SDA-600,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1312,0.02756523534681794,One For All SV 9335,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1307,0.02756523534681794,One For All SV 9033,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1297,0.02756523534681794,Telmor DSP-860,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1299,0.02756523534681794,Vivanco TVA 301,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1300,0.02756523534681794,Vivanco TVA 501,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1301,0.02756523534681794,Vivanco TVA 400,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1311,0.02756523534681794,One For All SV 9345,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1302,0.02756523534681794,Vivanco TVA 500,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1303,0.02756523534681794,Wiwa AN 220,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1304,0.02756523534681794,Wiwa AN 200,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1305,0.02756523534681794,One For All SV 9360,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1310,0.02756523534681794,One For All SV 9125,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1306,0.02756523534681794,One For All SV 9215,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1309,0.02756523534681794,One For All SV 9323,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1296,0.02756523534681794,Sencor SDA-630,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1298,0.02756523534681794,Thomson ANT1410,Sprzęt RTV;Video;Telewizory i akcesoria;Anteny RTV
1233,0.02477319053523133,Manta DVD064,Sprzęt RTV;Video;Odtwarzacze DVD
1234,0.02477319053523133,Sony DVP-SR760,Sprzęt RTV;Video;Odtwarzacze DVD
1283,0.021746338965942035,Okulary 3D PHILIPS PTA436/00,Sprzęt RTV;Video;Telewizory i akcesoria;Okulary 3D
1278,0.020854500784115118,Intenso Music Walker 8GB,Sprzęt RTV;Przenośne audio i video;Odtwarzacze mp3 i mp4
1281,0.020854500784115118,Manta MM266,Sprzęt RTV;Przenośne audio i video;Odtwarzacze mp3 i mp4
1160,0.0,Street Racing Syndicate (PC),Gry i konsole;Gry komputerowe
1175,0.0,Europa Universalis 3 (PC),Gry i konsole;Gry komputerowe
1176,0.0,The Sims 3 Nowoczesny Apartament (PC),Gry i konsole;Gry komputerowe
1177,0.0,Twierdza 3 (PC),Gry i konsole;Gry komputerowe
1178,0.0,King&#39;s Bounty Nowe Światy (PC),Gry i konsole;Gry komputerowe
1179,0.0,Symulator Kopalni (PC),Gry i konsole;Gry komputerowe
1180,0.0,Split/Second (PC),Gry i konsole;Gry komputerowe
1181,0.0,Still Life (PC),Gry i konsole;Gry komputerowe
1182,0.0,Battlefield 3 (PC),Gry i konsole;Gry komputerowe
1183,0.0,GTA San Andreas (PC),Gry i konsole;Gry komputerowe
1184,0.0,Men of War Oddział Szturmowy (PC),Gry i konsole;Gry komputerowe
1185,0.0,Homefront (PC),Gry i konsole;Gry komputerowe
1186,0.0,Symulator Budowy Mostów (PC),Gry i konsole;Gry komputerowe
1187,0.0,Symulator Czołgu (PC),Gry i konsole;Gry komputerowe
1188,0.0,Star Wars Battlefront 2 (PC),Gry i konsole;Gry komputerowe
1174,0.0,Euro Truck Simulator (PC),Gry i konsole;Gry komputerowe
1189,0.0,Star Wars Jedi Knight 2 Jedi Outcast (PC),Gry i konsole;Gry komputerowe
1191,0.0,Red Faction Guerrilla (PC),Gry i konsole;Gry komputerowe
1192,0.0,GTA Trylogia (PC),Gry i konsole;Gry komputerowe
1193,0.0,Heroes Over Europe (PC),Gry i konsole;Gry komputerowe
1194,0.0,Operation Flashpoint Dragon Rising (PC),Gry i konsole;Gry komputerowe
1195,0.0,Titan Quest (PC),Gry i konsole;Gry komputerowe
1196,0.0,Worms Reloaded (PC),Gry i konsole;Gry komputerowe
1197,0.0,Hearts of Iron 3 (PC),Gry i konsole;Gry komputerowe
1198,0.0,Tropico 4 (PC),Gry i konsole;Gry komputerowe
1199,0.0,GTA 5 (PC),Gry i konsole;Gry komputerowe
1200,0.0,Star Wars Knights of the Old Republic (PC),Gry i konsole;Gry komputerowe
1282,0.0,Kinect Sports Sezon 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1202,0.0,Final Fantasy 14 (PC),Gry i konsole;Gry komputerowe
1203,0.0,LEGO Batman 2 DC Super Heroes (PC),Gry i konsole;Gry komputerowe
1204,0.0,Prosiaczek i Przyjaciele (PC),Gry i konsole;Gry komputerowe
1190,0.0,Star Wars The Force Unleashed 2 (PC),Gry i konsole;Gry komputerowe
1205,0.0,Return to Mysterious Island (PC),Gry i konsole;Gry komputerowe
1173,0.0,The Sims 3 Wymarzone Podróże (PC),Gry i konsole;Gry komputerowe
1171,0.0,Race Driver Grid (PC),Gry i konsole;Gry komputerowe
1140,0.0,Euro Truck Simulator 2 (PC),Gry i konsole;Gry komputerowe
1141,0.0,Król Futbolu Piłkarski Quiz (PC),Gry i konsole;Gry komputerowe
1142,0.0,Toy Story Mania (PC),Gry i konsole;Gry komputerowe
1143,0.0,GTR Evolution (PC),Gry i konsole;Gry komputerowe
1144,0.0,Street Fighter 4 (PC),Gry i konsole;Gry komputerowe
1145,0.0,Sniper Elite V2 (PC),Gry i konsole;Gry komputerowe
1146,0.0,Tropico 3 (PC),Gry i konsole;Gry komputerowe
1147,0.0,Kurczak Mały (PC),Gry i konsole;Gry komputerowe
1148,0.0,Iniemamocni (PC),Gry i konsole;Gry komputerowe
1149,0.0,Medal of Honor Warfighter (PC),Gry i konsole;Gry komputerowe
1150,0.0,LEGO Piraci z Karaibów (PC),Gry i konsole;Gry komputerowe
1151,0.0,Mafia 2 (PC),Gry i konsole;Gry komputerowe
1152,0.0,Mortal Kombat Komplete (PC),Gry i konsole;Gry komputerowe
1153,0.0,Symulator Policji (PC),Gry i konsole;Gry komputerowe
1172,0.0,Silent Hunter 5 Bitwa o Atlantyk (PC),Gry i konsole;Gry komputerowe
1154,0.0,Civilization 4 (PC),Gry i konsole;Gry komputerowe
1156,0.0,Rig&#39;n&#39;Roll Tirowiec (PC),Gry i konsole;Gry komputerowe
1157,0.0,The Elder Scrolls 4 Oblivion (PC),Gry i konsole;Gry komputerowe
1158,0.0,Lego Star Wars The Complete Saga (PC),Gry i konsole;Gry komputerowe
1159,0.0,The Darkness 2 (PC),Gry i konsole;Gry komputerowe
1161,0.0,XCOM Enemy Unknown (PC),Gry i konsole;Gry komputerowe
1162,0.0,Total War Shogun (PC),Gry i konsole;Gry komputerowe
1163,0.0,Trucks &amp; Trailers (PC),Gry i konsole;Gry komputerowe
1164,0.0,Aliens Colonial Marines (PC),Gry i konsole;Gry komputerowe
1165,0.0,Gdzie jest Nemo (PC),Gry i konsole;Gry komputerowe
1166,0.0,Empire Total War (PC),Gry i konsole;Gry komputerowe
1167,0.0,Aliens vs Predator (PC),Gry i konsole;Gry komputerowe
1168,0.0,Angry Birds Space (PC),Gry i konsole;Gry komputerowe
1169,0.0,Bus Driver (PC),Gry i konsole;Gry komputerowe
1170,0.0,Symulator Kamieniołomu (PC),Gry i konsole;Gry komputerowe
1155,0.0,The Sims 3 Kariera (PC),Gry i konsole;Gry komputerowe
1206,0.0,Hearts of Iron 2 (PC),Gry i konsole;Gry komputerowe
1207,0.0,LEGO Batman (PC),Gry i konsole;Gry komputerowe
1208,0.0,Mapeciątka podróżują (PC),Gry i konsole;Gry komputerowe
1247,0.0,Star Wars The Force Unleashed (PC),Gry i konsole;Gry komputerowe
1248,0.0,GTA Vice City (PC),Gry i konsole;Gry komputerowe
1249,0.0,King&#39;s Bounty Wojownicza Księżniczka (PC),Gry i konsole;Gry komputerowe
1250,0.0,Port Royale 3 (PC),Gry i konsole;Gry komputerowe
1251,0.0,Kane &amp; Lynch 2 (PC),Gry i konsole;Gry komputerowe
1252,0.0,Two Worlds 2 (PC),Gry i konsole;Gry komputerowe
1253,0.0,The Club (PC),Gry i konsole;Gry komputerowe
1254,0.0,Warhammer 40.000 Dawn of War Winter Assault (PC),Gry i konsole;Gry komputerowe
1255,0.0,Auta (PC),Gry i konsole;Gry komputerowe
1256,0.0,Call of Juarez (PC),Gry i konsole;Gry komputerowe
1257,0.0,Mad Riders (PC),Gry i konsole;Gry komputerowe
1258,0.0,Rage (PC),Gry i konsole;Gry komputerowe
1259,0.0,Rocksmith (PC),Gry i konsole;Gry komputerowe
1260,0.0,Sleeping Dogs (PC),Gry i konsole;Gry komputerowe
1246,0.0,Quake 4 (PC),Gry i konsole;Gry komputerowe
1261,0.0,Symulator Maszyn Budowlanych (PC),Gry i konsole;Gry komputerowe
1263,0.0,Medieval 2 Total War (PC),Gry i konsole;Gry komputerowe
1264,0.0,GunMetal (PC),Gry i konsole;Gry komputerowe
1265,0.0,King&#39;s Bounty Legenda (PC),Gry i konsole;Gry komputerowe
1266,0.0,LA Noire (PC),Gry i konsole;Gry komputerowe
1267,0.0,Star Wars Knights of the Old Republic 2 (PC),Gry i konsole;Gry komputerowe
1268,0.0,S.T.A.L.K.E.R. Cień Czarnobyla (PC),Gry i konsole;Gry komputerowe
1269,0.0,Space Hack (PC),Gry i konsole;Gry komputerowe
1270,0.0,Warhammer 40.000 Space Marine (PC),Gry i konsole;Gry komputerowe
1271,0.0,Watch Dogs (PC),Gry i konsole;Gry komputerowe
1272,0.0,The Ball (PC),Gry i konsole;Gry komputerowe
1273,0.0,The Lost Crown (PC),Gry i konsole;Gry komputerowe
1274,0.0,The Sims 3 Zwierzaki (PC),Gry i konsole;Gry komputerowe
1275,0.0,Rome Total War (PC),Gry i konsole;Gry komputerowe
1280,0.0,Kinectimals Now with Bears (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1262,0.0,Darksiders 2 (PC),Gry i konsole;Gry komputerowe
1245,0.0,Warhammer 40.000 Dawn of War 2 (PC),Gry i konsole;Gry komputerowe
1244,0.0,Hard Reset (PC),Gry i konsole;Gry komputerowe
1243,0.0,KULT HERETIC KINGDOMS (PC),Gry i konsole;Gry komputerowe
1209,0.0,Mapeciątka zdobywają wiedzę (PC),Gry i konsole;Gry komputerowe
1210,0.0,Mass Effect 2 (PC),Gry i konsole;Gry komputerowe
1211,0.0,Need for Speed Shift 2 Unleashed (PC),Gry i konsole;Gry komputerowe
1212,0.0,Arma 3 (PC),Gry i konsole;Gry komputerowe
1213,0.0,Symulator Zamiatarki ulic (PC),Gry i konsole;Gry komputerowe
1214,0.0,Call of Cthulhu Mroczne zakamarki Świata (PC),Gry i konsole;Gry komputerowe
1215,0.0,Patrician 4 (PC),Gry i konsole;Gry komputerowe
1216,0.0,Damnation (PC),Gry i konsole;Gry komputerowe
1217,0.0,Hitman Krwawa Forsa (PC),Gry i konsole;Gry komputerowe
1218,0.0,LEGO Władca Pierścieni (PC),Gry i konsole;Gry komputerowe
1219,0.0,Overlord 2 (PC),Gry i konsole;Gry komputerowe
1220,0.0,SimCity (PC),Gry i konsole;Gry komputerowe
1221,0.0,The Sims 3 Cztery Pory Roku (PC),Gry i konsole;Gry komputerowe
1223,0.0,Call of Duty Black Ops 2 (PC),Gry i konsole;Gry komputerowe
1224,0.0,Call of Juarez Więzy Krwi (PC),Gry i konsole;Gry komputerowe
1225,0.0,Tygrysek i Uczta Kubusia (PC),Gry i konsole;Gry komputerowe
1226,0.0,Supreme Commander (PC),Gry i konsole;Gry komputerowe
1242,0.0,Karaoke Dziecięce Przeboje (PC),Gry i konsole;Gry komputerowe
1241,0.0,Scania Truck Driving Simulator (PC),Gry i konsole;Gry komputerowe
1240,0.0,PREY (PC),Gry i konsole;Gry komputerowe
1239,0.0,Civilization 3 (PC),Gry i konsole;Gry komputerowe
1238,0.0,Lego Harry Potter Lata 5-7 (PC),Gry i konsole;Gry komputerowe
1237,0.0,Race Injection (PC),Gry i konsole;Gry komputerowe
1279,0.0,Assassin&#39;s Creed 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1236,0.0,Avencast Rise of the Mage (PC),Gry i konsole;Gry komputerowe
1232,0.0,Symulator Prac Górniczych (PC),Gry i konsole;Gry komputerowe
1231,0.0,Symulator Transportu Kolejowego (PC),Gry i konsole;Gry komputerowe
1230,0.0,Symulator Robót Drogowych (PC),Gry i konsole;Gry komputerowe
1229,0.0,Symulator Prac Leśnych (PC),Gry i konsole;Gry komputerowe
1228,0.0,Lego Harry Potter Lata 1-4 (PC),Gry i konsole;Gry komputerowe
1227,0.0,Karaoke Hity Disco Polo (PC),Gry i konsole;Gry komputerowe
1235,0.0,Baldur&#39;s Gate (PC),Gry i konsole;Gry komputerowe
1138,0.0,Dead Rising 2 Off the Record (PC),Gry i konsole;Gry komputerowe
1139,0.0,F1 2012 (PC),Gry i konsole;Gry komputerowe
1136,0.0,Just Cause (PC),Gry i konsole;Gry komputerowe
1061,0.0,Warhammer 40.000 Dawn of War (PC),Gry i konsole;Gry komputerowe
1062,0.0,Ridge Racer Unbounded (PC),Gry i konsole;Gry komputerowe
1063,0.0,Air Conflicts (PC),Gry i konsole;Gry komputerowe
1021,0.0,Gears of War (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1020,0.0,Dead Space 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1019,0.0,GTA 4 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1137,0.0,Death Track Resurrection (PC),Gry i konsole;Gry komputerowe
1018,0.0,Gears of War 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1016,0.0,Rayman Origins (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1015,0.0,Max Payne 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1060,0.0,Wiedźmin 2 Zabójcy królów (PC),Gry i konsole;Gry komputerowe
1014,0.0,Lego Batman 2 DC Super Heroes (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1012,0.0,Fallout New Vegas (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1011,0.0,BioShock Infinite (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1010,0.0,BioShock 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1009,0.0,Kinect Joy Ride (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1008,0.0,Tom Clancy&#39;s Rainbow Six Vegas (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1007,0.0,Dead Space 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1006,0.0,Call of Duty 4 Modern Warfare (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1005,0.0,Szalone Króliki Na żywo i w kolorze (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1004,0.0,Fallout 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1082,0.0,Total War Shogun 2 (PC),Gry i konsole;Gry komputerowe
1013,0.0,LA Noire (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1059,0.0,Auta 2 (PC),Gry i konsole;Gry komputerowe
1058,0.0,Angry Birds Classic (PC),Gry i konsole;Gry komputerowe
1057,0.0,Doom 3 (PC),Gry i konsole;Gry komputerowe
1028,0.0,Sniper Ghost Warrior 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1027,0.0,Skate 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1026,0.0,Red Dead Redemption (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1040,0.0,Crysis 2 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1041,0.0,Crysis 3 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1042,0.0,GTA 5 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1043,0.0,Fight Night Champion (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1024,0.0,Mortal Kombat (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1023,0.0,Mass Effect 3 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1044,0.0,Assassin&#39;s Creed 3 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1045,0.0,Call of Duty Modern Warfare 2 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1046,0.0,LEGO Batman 2 DC Super Heroes (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1047,0.0,Pirates of the Caribbean At World&#39;s End (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1048,0.0,Gra o tron (PC),Gry i konsole;Gry komputerowe
1049,0.0,Max Payne 3 (PC),Gry i konsole;Gry komputerowe
1050,0.0,Bioshock 2 (PC),Gry i konsole;Gry komputerowe
1051,0.0,Spec Ops The Line (PC),Gry i konsole;Gry komputerowe
1052,0.0,Duke Nukem Forever (PC),Gry i konsole;Gry komputerowe
1053,0.0,Anno 2070 (PC),Gry i konsole;Gry komputerowe
1022,0.0,Mass Effect 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1054,0.0,Call of Duty 2 (PC),Gry i konsole;Gry komputerowe
1055,0.0,Call of Duty Modern Warfare 3 (PC),Gry i konsole;Gry komputerowe
1056,0.0,Call of Duty Black Ops (PC),Gry i konsole;Gry komputerowe
1083,0.0,MAJESTY ANTOLOGIA (PC),Gry i konsole;Gry komputerowe
1084,0.0,Sing It High School Musical 3 (PS3),Gry i konsole;Gry na konsole;Gry PlayStation3
1085,0.0,Dishonored (PC),Gry i konsole;Gry komputerowe
1086,0.0,Disney Universe (PC),Gry i konsole;Gry komputerowe
1114,0.0,Brink (PC),Gry i konsole;Gry komputerowe
1314,0.0,Assassin&#39;s Creed (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1115,0.0,Napoleon Total War (PC),Gry i konsole;Gry komputerowe
1116,0.0,Call of Duty 4 Modern Warfare (PC),Gry i konsole;Gry komputerowe
1117,0.0,Sonic Generations (PC),Gry i konsole;Gry komputerowe
1118,0.0,Sniper Ghost Warrior (PC),Gry i konsole;Gry komputerowe
1119,0.0,Civilization 5 Bogowie i Królowie (PC),Gry i konsole;Gry komputerowe
1120,0.0,Civilization 4 Warlords (PC),Gry i konsole;Gry komputerowe
1121,0.0,Battlefield 3 Powrót do Karkand (PC),Gry i konsole;Gry komputerowe
1122,0.0,Dead Rising 2 (PC),Gry i konsole;Gry komputerowe
1123,0.0,Deep Black Reloaded (PC),Gry i konsole;Gry komputerowe
1124,0.0,Devil May Cry 4 (PC),Gry i konsole;Gry komputerowe
1125,0.0,Diablo 3 (PC),Gry i konsole;Gry komputerowe
1126,0.0,The Sims 3 Pokolenia (PC),Gry i konsole;Gry komputerowe
1127,0.0,Dark Void (PC),Gry i konsole;Gry komputerowe
1128,0.0,Anarchy Reigns (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1129,0.0,Battlefield Bad Company 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1130,0.0,Tom Clancy&#39;s Ghost Recon 4 Future Soldier (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1131,0.0,The Elder Scrolls 5 Skyrim (PC),Gry i konsole;Gry komputerowe
1132,0.0,A New Beginning (PC),Gry i konsole;Gry komputerowe
1133,0.0,Symulator Agrar 2012 (PC),Gry i konsole;Gry komputerowe
1134,0.0,Air Conflicts Secret Wars (PC),Gry i konsole;Gry komputerowe
1135,0.0,Bioshock Infinite (PC),Gry i konsole;Gry komputerowe
1113,0.0,Borderlands 2 (PC),Gry i konsole;Gry komputerowe
1029,0.0,Tom Clancy&#39;s Rainbow Six Vegas 2 (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
1112,0.0,Singularity (PC),Gry i konsole;Gry komputerowe
1110,0.0,Bioshock (PC),Gry i konsole;Gry komputerowe
1087,0.0,Fallout 3 (PC),Gry i konsole;Gry komputerowe
1088,0.0,Fallout New Vegas (PC),Gry i konsole;Gry komputerowe
1089,0.0,Rayman Origins (PC),Gry i konsole;Gry komputerowe
1090,0.0,Władca Pierścieni Wojna Na Północy (PC),Gry i konsole;Gry komputerowe
1091,0.0,Borderlands (PC),Gry i konsole;Gry komputerowe
1092,0.0,Company of Heroes (PC),Gry i konsole;Gry komputerowe
1093,0.0,Company of Heroes 2 (PC),Gry i konsole;Gry komputerowe
1094,0.0,Hospital Tycoon (PC),Gry i konsole;Gry komputerowe
1095,0.0,Twierdza 2 (PC),Gry i konsole;Gry komputerowe
1096,0.0,Bionic Commando (PC),Gry i konsole;Gry komputerowe
1097,0.0,Company of Heroes Tales of Valor (PC),Gry i konsole;Gry komputerowe
1098,0.0,DIRT 3 (PC),Gry i konsole;Gry komputerowe
1099,0.0,Resident Evil 5 (PC),Gry i konsole;Gry komputerowe
1100,0.0,Cities in Motion (PC),Gry i konsole;Gry komputerowe
1101,0.0,Dragonshard (PC),Gry i konsole;Gry komputerowe
1102,0.0,Dream Pinball 3D (PC),Gry i konsole;Gry komputerowe
1103,0.0,Symulator Śmieciarki (PC),Gry i konsole;Gry komputerowe
1104,0.0,Anomaly Warzone Earth (PC),Gry i konsole;Gry komputerowe
1105,0.0,Battlefield 3 Close Quarters (PC),Gry i konsole;Gry komputerowe
1106,0.0,Overlord (PC),Gry i konsole;Gry komputerowe
1107,0.0,Rise of the Argonauts (PC),Gry i konsole;Gry komputerowe
1108,0.0,Dead Space 2 (PC),Gry i konsole;Gry komputerowe
1109,0.0,Batman Arkham Asylum (PC),Gry i konsole;Gry komputerowe
1111,0.0,Battlefield Bad Company 2 (PC),Gry i konsole;Gry komputerowe
1031,0.0,Need for Speed Most Wanted (Xbox 360),Gry i konsole;Gry na konsole;Gry Xbox 360
